DrugName,GeneTarget,Num,PathwayID,PathwayName
nvp-bez235,PIK3CD,97,hsa00562;hsa01100;hsa01521;hsa01522;hsa01524;hsa04012;hsa04014;hsa04015;hsa04024;hsa04062;hsa04066;hsa04068;hsa04070;hsa04071;hsa04072;hsa04140;hsa04150;hsa04151;hsa04152;hsa04210;hsa04211;hsa04213;hsa04218;hsa04360;hsa04370;hsa04380;hsa04510;hsa04550;hsa04611;hsa04620;hsa04625;hsa04630;hsa04650;hsa04660;hsa04662;hsa04664;hsa04666;hsa04668;hsa04670;hsa04722;hsa04725;hsa04750;hsa04810;hsa04910;hsa04914;hsa04915;hsa04917;hsa04919;hsa04923;hsa04926;hsa04929;hsa04930;hsa04931;hsa04932;hsa04933;hsa04935;hsa04960;hsa04973;hsa05017;hsa05100;hsa05131;hsa05135;hsa05142;hsa05146;hsa05160;hsa05161;hsa05162;hsa05163;hsa05164;hsa05165;hsa05166;hsa05167;hsa05168;hsa05169;hsa05170;hsa05200;hsa05203;hsa05205;hsa05206;hsa05210;hsa05211;hsa05212;hsa05213;hsa05214;hsa05215;hsa05218;hsa05220;hsa05221;hsa05222;hsa05223;hsa05224;hsa05225;hsa05226;hsa05230;hsa05231;hsa05235;hsa05418,"inositol phosphate metabolism;metabolic pathways;egfr tyrosine kinase inhibitor resistance;endocrine resistance;platinum drug resistance;erbb signaling pathway;ras signaling pathway;rap1 signaling pathway;camp signaling pathway;chemokine signaling pathway;hif-1 signaling pathway;foxo signaling pathway;phosphatidylinositol signaling system;sphingolipid signaling pathway;phospholipase d signaling pathway;autophagy - animal;mtor signaling pathway;pi3k-akt signaling pathway;ampk signaling pathway;apoptosis;longevity regulating pathway;longevity regulating pathway - multiple species;cellular senescence;axon guidance;vegf signaling pathway;osteoclast differentiation;focal adhesion;signaling pathways regulating pluripotency of stem cells;platelet activation;toll-like receptor signaling pathway;c-type lectin receptor signaling pathway;jak-stat signaling pathway;natural killer cell mediated cytotoxicity;t cell receptor signaling pathway;b cell receptor signaling pathway;fc epsilon ri signaling pathway;fc gamma r-mediated phagocytosis;tnf signaling pathway;leukocyte transendothelial migration;neurotrophin signaling pathway;cholinergic synapse;inflammatory mediator regulation of trp channels;regulation of actin cytoskeleton;insulin signaling pathway;progesterone-mediated oocyte maturation;estrogen signaling pathway;prolactin signaling pathway;thyroid hormone signaling pathway;regulation of lipolysis in adipocytes;relaxin signaling pathway;gnrh secretion;type ii diabetes mellitus;insulin resistance;non-alcoholic fatty liver disease ;age-rage signaling pathway in diabetic complications;growth hormone synthesis, secretion and action;aldosterone-regulated sodium reabsorption;carbohydrate digestion and absorption;spinocerebellar ataxia;bacterial invasion of epithelial cells;shigellosis;yersinia infection;chagas disease ;amoebiasis;hepatitis c;hepatitis b;measles;human cytomegalovirus infection;influenza a;human papillomavirus infection;human t-cell leukemia virus 1 infection;kaposi sarcoma-associated herpesvirus infection;herpes simplex virus 1 infection;epstein-barr virus infection;human immunodeficiency virus 1 infection;pathways in cancer;viral carcinogenesis;proteoglycans in cancer;micrornas in cancer;colorectal cancer;renal cell carcinoma;pancreatic cancer;endometrial cancer;glioma;prostate cancer;melanoma;chronic myeloid leukemia;acute myeloid leukemia;small cell lung cancer;non-small cell lung cancer;breast cancer;hepatocellular carcinoma;gastric cancer;central carbon metabolism in cancer;choline metabolism in cancer;pd-l1 expression and pd-1 checkpoint pathway in cancer;fluid shear stress and atherosclerosis"
nvp-bez235,PIK3CG,13,hsa00562;hsa01100;hsa04022;hsa04062;hsa04072;hsa04151;hsa04261;hsa04371;hsa04611;hsa04725;hsa04921;hsa05145;hsa05167,inositol phosphate metabolism;metabolic pathways;cgmp-pkg signaling pathway;chemokine signaling pathway;phospholipase d signaling pathway;pi3k-akt signaling pathway;adrenergic signaling in cardiomyocytes;apelin signaling pathway;platelet activation;cholinergic synapse;oxytocin signaling pathway;toxoplasmosis;kaposi sarcoma-associated herpesvirus infection
zileuton,ALOX5,6,hsa00590;hsa01100;hsa04664;hsa04726;hsa04913;hsa05145,arachidonic acid metabolism;metabolic pathways;fc epsilon ri signaling pathway;serotonergic synapse;ovarian steroidogenesis;toxoplasmosis
staurosporine,CHRM1,6,hsa04020;hsa04024;hsa04080;hsa04151;hsa04725;hsa04810,calcium signaling pathway;camp signaling pathway;neuroactive ligand-receptor interaction;pi3k-akt signaling pathway;cholinergic synapse;regulation of actin cytoskeleton
staurosporine,LCK,10,hsa04064;hsa04380;hsa04650;hsa04658;hsa04659;hsa04660;hsa05135;hsa05166;hsa05235;hsa05340,nf-kappa b signaling pathway;osteoclast differentiation;natural killer cell mediated cytotoxicity;th1 and th2 cell differentiation;th17 cell differentiation;t cell receptor signaling pathway;yersinia infection;human t-cell leukemia virus 1 infection;pd-l1 expression and pd-1 checkpoint pathway in cancer;primary immunodeficiency
staurosporine,GSK3B,41,hsa01521;hsa04012;hsa04062;hsa04110;hsa04150;hsa04151;hsa04310;hsa04340;hsa04360;hsa04390;hsa04510;hsa04550;hsa04657;hsa04660;hsa04662;hsa04722;hsa04728;hsa04910;hsa04916;hsa04917;hsa04919;hsa04931;hsa04932;hsa04934;hsa04935;hsa05010;hsa05131;hsa05135;hsa05160;hsa05162;hsa05163;hsa05165;hsa05167;hsa05200;hsa05210;hsa05213;hsa05215;hsa05217;hsa05224;hsa05225;hsa05226,"egfr tyrosine kinase inhibitor resistance;erbb signaling pathway;chemokine signaling pathway;cell cycle;mtor signaling pathway;pi3k-akt signaling pathway;wnt signaling pathway;hedgehog signaling pathway;axon guidance;hippo signaling pathway;focal adhesion;signaling pathways regulating pluripotency of stem cells;il-17 signaling pathway;t cell receptor signaling pathway;b cell receptor signaling pathway;neurotrophin signaling pathway;dopaminergic synapse;insulin signaling pathway;melanogenesis;prolactin signaling pathway;thyroid hormone signaling pathway;insulin resistance;non-alcoholic fatty liver disease ;cushing syndrome;growth hormone synthesis, secretion and action;alzheimer disease;shigellosis;yersinia infection;hepatitis c;measles;human cytomegalovirus infection;human papillomavirus infection;kaposi sarcoma-associated herpesvirus infection;pathways in cancer;colorectal cancer;endometrial cancer;prostate cancer;basal cell carcinoma;breast cancer;hepatocellular carcinoma;gastric cancer"
staurosporine,CDK2,19,hsa04068;hsa04110;hsa04114;hsa04115;hsa04151;hsa04218;hsa04914;hsa04934;hsa05160;hsa05161;hsa05162;hsa05165;hsa05166;hsa05169;hsa05200;hsa05203;hsa05215;hsa05222;hsa05226,foxo signaling pathway;cell cycle;oocyte meiosis;p53 signaling pathway;pi3k-akt signaling pathway;cellular senescence;progesterone-mediated oocyte maturation;cushing syndrome;hepatitis c;hepatitis b;measles;human papillomavirus infection;human t-cell leukemia virus 1 infection;epstein-barr virus infection;pathways in cancer;viral carcinogenesis;prostate cancer;small cell lung cancer;gastric cancer
staurosporine,PDPK1,23,hsa01524;hsa03320;hsa04068;hsa04071;hsa04140;hsa04150;hsa04151;hsa04152;hsa04210;hsa04510;hsa04660;hsa04664;hsa04722;hsa04910;hsa04919;hsa04931;hsa04960;hsa05145;hsa05205;hsa05213;hsa05215;hsa05223;hsa05231,platinum drug resistance;ppar signaling pathway;foxo signaling pathway;sphingolipid signaling pathway;autophagy - animal;mtor signaling pathway;pi3k-akt signaling pathway;ampk signaling pathway;apoptosis;focal adhesion;t cell receptor signaling pathway;fc epsilon ri signaling pathway;neurotrophin signaling pathway;insulin signaling pathway;thyroid hormone signaling pathway;insulin resistance;aldosterone-regulated sodium reabsorption;toxoplasmosis;proteoglycans in cancer;endometrial cancer;prostate cancer;non-small cell lung cancer;choline metabolism in cancer
staurosporine,PIM1,5,hsa04630;hsa04933;hsa05200;hsa05206;hsa05221,jak-stat signaling pathway;age-rage signaling pathway in diabetic complications;pathways in cancer;micrornas in cancer;acute myeloid leukemia
staurosporine,ZAP70,9,hsa04014;hsa04064;hsa04650;hsa04658;hsa04659;hsa04660;hsa05135;hsa05235;hsa05340,ras signaling pathway;nf-kappa b signaling pathway;natural killer cell mediated cytotoxicity;th1 and th2 cell differentiation;th17 cell differentiation;t cell receptor signaling pathway;yersinia infection;pd-l1 expression and pd-1 checkpoint pathway in cancer;primary immunodeficiency
staurosporine,PIK3CG,13,hsa00562;hsa01100;hsa04022;hsa04062;hsa04072;hsa04151;hsa04261;hsa04371;hsa04611;hsa04725;hsa04921;hsa05145;hsa05167,inositol phosphate metabolism;metabolic pathways;cgmp-pkg signaling pathway;chemokine signaling pathway;phospholipase d signaling pathway;pi3k-akt signaling pathway;adrenergic signaling in cardiomyocytes;apelin signaling pathway;platelet activation;cholinergic synapse;oxytocin signaling pathway;toxoplasmosis;kaposi sarcoma-associated herpesvirus infection
staurosporine,SYK,15,hsa04064;hsa04072;hsa04151;hsa04380;hsa04611;hsa04625;hsa04650;hsa04662;hsa04664;hsa04666;hsa05152;hsa05167;hsa05168;hsa05169;hsa05203,nf-kappa b signaling pathway;phospholipase d signaling pathway;pi3k-akt signaling pathway;osteoclast differentiation;platelet activation;c-type lectin receptor signaling pathway;natural killer cell mediated cytotoxicity;b cell receptor signaling pathway;fc epsilon ri signaling pathway;fc gamma r-mediated phagocytosis;tuberculosis;kaposi sarcoma-associated herpesvirus infection;herpes simplex virus 1 infection;epstein-barr virus infection;viral carcinogenesis
staurosporine,ITK,3,hsa04062;hsa04660;hsa04670,chemokine signaling pathway;t cell receptor signaling pathway;leukocyte transendothelial migration
staurosporine,CSK,1,hsa05120,epithelial cell signaling in helicobacter pylori infection
staurosporine,MAPKAPK2,7,hsa04010;hsa04218;hsa04370;hsa04625;hsa04722;hsa05167;hsa05203,mapk signaling pathway;cellular senescence;vegf signaling pathway;c-type lectin receptor signaling pathway;neurotrophin signaling pathway;kaposi sarcoma-associated herpesvirus infection;viral carcinogenesis
staurosporine,PRKCQ,11,hsa04064;hsa04140;hsa04270;hsa04658;hsa04659;hsa04660;hsa04750;hsa04920;hsa04931;hsa05131;hsa05235,nf-kappa b signaling pathway;autophagy - animal;vascular smooth muscle contraction;th1 and th2 cell differentiation;th17 cell differentiation;t cell receptor signaling pathway;inflammatory mediator regulation of trp channels;adipocytokine signaling pathway;insulin resistance;shigellosis;pd-l1 expression and pd-1 checkpoint pathway in cancer
fasudil,PKIA,1,hsa05034,alcoholism
fasudil,PRKACA,69,hsa01522;hsa04010;hsa04014;hsa04020;hsa04024;hsa04062;hsa04114;hsa04140;hsa04211;hsa04213;hsa04261;hsa04270;hsa04310;hsa04340;hsa04371;hsa04530;hsa04540;hsa04611;hsa04713;hsa04714;hsa04720;hsa04723;hsa04724;hsa04725;hsa04726;hsa04727;hsa04728;hsa04740;hsa04742;hsa04750;hsa04910;hsa04911;hsa04912;hsa04913;hsa04914;hsa04915;hsa04916;hsa04918;hsa04919;hsa04921;hsa04922;hsa04923;hsa04924;hsa04925;hsa04926;hsa04927;hsa04928;hsa04934;hsa04935;hsa04961;hsa04962;hsa04970;hsa04971;hsa04976;hsa05012;hsa05020;hsa05030;hsa05031;hsa05032;hsa05034;hsa05110;hsa05146;hsa05163;hsa05165;hsa05166;hsa05200;hsa05203;hsa05205;hsa05414,"endocrine resistance;mapk signaling pathway;ras signaling pathway;calcium signaling pathway;camp signaling pathway;chemokine signaling pathway;oocyte meiosis;autophagy - animal;longevity regulating pathway;longevity regulating pathway - multiple species;adrenergic signaling in cardiomyocytes;vascular smooth muscle contraction;wnt signaling pathway;hedgehog signaling pathway;apelin signaling pathway;tight junction;gap junction;platelet activation;circadian entrainment;thermogenesis;long-term potentiation;retrograde endocannabinoid signaling;glutamatergic synapse;cholinergic synapse;serotonergic synapse;gabaergic synapse;dopaminergic synapse;olfactory transduction;taste transduction;inflammatory mediator regulation of trp channels;insulin signaling pathway;insulin secretion;gnrh signaling pathway;ovarian steroidogenesis;progesterone-mediated oocyte maturation;estrogen signaling pathway;melanogenesis;thyroid hormone synthesis;thyroid hormone signaling pathway;oxytocin signaling pathway;glucagon signaling pathway;regulation of lipolysis in adipocytes;renin secretion;aldosterone synthesis and secretion;relaxin signaling pathway;cortisol synthesis and secretion;parathyroid hormone synthesis, secretion and action;cushing syndrome;growth hormone synthesis, secretion and action;endocrine and other factor-regulated calcium reabsorption;vasopressin-regulated water reabsorption;salivary secretion;gastric acid secretion;bile secretion;parkinson disease;prion diseases;cocaine addiction;amphetamine addiction;morphine addiction;alcoholism;vibrio cholerae infection;amoebiasis;human cytomegalovirus infection;human papillomavirus infection;human t-cell leukemia virus 1 infection;pathways in cancer;viral carcinogenesis;proteoglycans in cancer;dilated cardiomyopathy "
fasudil,ROCK1,21,hsa04022;hsa04024;hsa04062;hsa04071;hsa04270;hsa04350;hsa04360;hsa04510;hsa04530;hsa04611;hsa04670;hsa04810;hsa04921;hsa05130;hsa05131;hsa05132;hsa05135;hsa05163;hsa05200;hsa05205;hsa05206,cgmp-pkg signaling pathway;camp signaling pathway;chemokine signaling pathway;sphingolipid signaling pathway;vascular smooth muscle contraction;tgf-beta signaling pathway;axon guidance;focal adhesion;tight junction;platelet activation;leukocyte transendothelial migration;regulation of actin cytoskeleton;oxytocin signaling pathway;pathogenic escherichia coli infection;shigellosis;salmonella infection;yersinia infection;human cytomegalovirus infection;pathways in cancer;proteoglycans in cancer;micrornas in cancer
fasudil,ROCK2,20,hsa04022;hsa04024;hsa04062;hsa04071;hsa04270;hsa04310;hsa04360;hsa04510;hsa04530;hsa04611;hsa04670;hsa04810;hsa04921;hsa05130;hsa05131;hsa05132;hsa05135;hsa05163;hsa05200;hsa05205,cgmp-pkg signaling pathway;camp signaling pathway;chemokine signaling pathway;sphingolipid signaling pathway;vascular smooth muscle contraction;wnt signaling pathway;axon guidance;focal adhesion;tight junction;platelet activation;leukocyte transendothelial migration;regulation of actin cytoskeleton;oxytocin signaling pathway;pathogenic escherichia coli infection;shigellosis;salmonella infection;yersinia infection;human cytomegalovirus infection;pathways in cancer;proteoglycans in cancer
gsk-1059615,PIK3CG,13,hsa00562;hsa01100;hsa04022;hsa04062;hsa04072;hsa04151;hsa04261;hsa04371;hsa04611;hsa04725;hsa04921;hsa05145;hsa05167,inositol phosphate metabolism;metabolic pathways;cgmp-pkg signaling pathway;chemokine signaling pathway;phospholipase d signaling pathway;pi3k-akt signaling pathway;adrenergic signaling in cardiomyocytes;apelin signaling pathway;platelet activation;cholinergic synapse;oxytocin signaling pathway;toxoplasmosis;kaposi sarcoma-associated herpesvirus infection
pi 103 hydrochloride,MTOR,44,hsa01521;hsa01522;hsa04012;hsa04066;hsa04072;hsa04136;hsa04140;hsa04150;hsa04151;hsa04152;hsa04211;hsa04213;hsa04218;hsa04371;hsa04630;hsa04659;hsa04714;hsa04910;hsa04919;hsa04920;hsa04930;hsa04931;hsa04935;hsa05017;hsa05131;hsa05163;hsa05165;hsa05167;hsa05168;hsa05170;hsa05200;hsa05205;hsa05206;hsa05210;hsa05212;hsa05214;hsa05215;hsa05221;hsa05224;hsa05225;hsa05226;hsa05230;hsa05231;hsa05235,"egfr tyrosine kinase inhibitor resistance;endocrine resistance;erbb signaling pathway;hif-1 signaling pathway;phospholipase d signaling pathway;autophagy - other;autophagy - animal;mtor signaling pathway;pi3k-akt signaling pathway;ampk signaling pathway;longevity regulating pathway;longevity regulating pathway - multiple species;cellular senescence;apelin signaling pathway;jak-stat signaling pathway;th17 cell differentiation;thermogenesis;insulin signaling pathway;thyroid hormone signaling pathway;adipocytokine signaling pathway;type ii diabetes mellitus;insulin resistance;growth hormone synthesis, secretion and action;spinocerebellar ataxia;shigellosis;human cytomegalovirus infection;human papillomavirus infection;kaposi sarcoma-associated herpesvirus infection;herpes simplex virus 1 infection;human immunodeficiency virus 1 infection;pathways in cancer;proteoglycans in cancer;micrornas in cancer;colorectal cancer;pancreatic cancer;glioma;prostate cancer;acute myeloid leukemia;breast cancer;hepatocellular carcinoma;gastric cancer;central carbon metabolism in cancer;choline metabolism in cancer;pd-l1 expression and pd-1 checkpoint pathway in cancer"
pi 103 hydrochloride,PIK3CA,97,hsa00562;hsa01100;hsa01521;hsa01522;hsa01524;hsa04012;hsa04014;hsa04015;hsa04024;hsa04062;hsa04066;hsa04068;hsa04070;hsa04071;hsa04072;hsa04140;hsa04150;hsa04151;hsa04152;hsa04210;hsa04211;hsa04213;hsa04218;hsa04360;hsa04370;hsa04380;hsa04510;hsa04550;hsa04611;hsa04620;hsa04625;hsa04630;hsa04650;hsa04660;hsa04662;hsa04664;hsa04666;hsa04668;hsa04670;hsa04722;hsa04725;hsa04750;hsa04810;hsa04910;hsa04914;hsa04915;hsa04917;hsa04919;hsa04923;hsa04926;hsa04929;hsa04930;hsa04931;hsa04932;hsa04933;hsa04935;hsa04960;hsa04973;hsa05017;hsa05100;hsa05131;hsa05135;hsa05142;hsa05146;hsa05160;hsa05161;hsa05162;hsa05163;hsa05164;hsa05165;hsa05166;hsa05167;hsa05168;hsa05169;hsa05170;hsa05200;hsa05203;hsa05205;hsa05206;hsa05210;hsa05211;hsa05212;hsa05213;hsa05214;hsa05215;hsa05218;hsa05220;hsa05221;hsa05222;hsa05223;hsa05224;hsa05225;hsa05226;hsa05230;hsa05231;hsa05235;hsa05418,"inositol phosphate metabolism;metabolic pathways;egfr tyrosine kinase inhibitor resistance;endocrine resistance;platinum drug resistance;erbb signaling pathway;ras signaling pathway;rap1 signaling pathway;camp signaling pathway;chemokine signaling pathway;hif-1 signaling pathway;foxo signaling pathway;phosphatidylinositol signaling system;sphingolipid signaling pathway;phospholipase d signaling pathway;autophagy - animal;mtor signaling pathway;pi3k-akt signaling pathway;ampk signaling pathway;apoptosis;longevity regulating pathway;longevity regulating pathway - multiple species;cellular senescence;axon guidance;vegf signaling pathway;osteoclast differentiation;focal adhesion;signaling pathways regulating pluripotency of stem cells;platelet activation;toll-like receptor signaling pathway;c-type lectin receptor signaling pathway;jak-stat signaling pathway;natural killer cell mediated cytotoxicity;t cell receptor signaling pathway;b cell receptor signaling pathway;fc epsilon ri signaling pathway;fc gamma r-mediated phagocytosis;tnf signaling pathway;leukocyte transendothelial migration;neurotrophin signaling pathway;cholinergic synapse;inflammatory mediator regulation of trp channels;regulation of actin cytoskeleton;insulin signaling pathway;progesterone-mediated oocyte maturation;estrogen signaling pathway;prolactin signaling pathway;thyroid hormone signaling pathway;regulation of lipolysis in adipocytes;relaxin signaling pathway;gnrh secretion;type ii diabetes mellitus;insulin resistance;non-alcoholic fatty liver disease ;age-rage signaling pathway in diabetic complications;growth hormone synthesis, secretion and action;aldosterone-regulated sodium reabsorption;carbohydrate digestion and absorption;spinocerebellar ataxia;bacterial invasion of epithelial cells;shigellosis;yersinia infection;chagas disease ;amoebiasis;hepatitis c;hepatitis b;measles;human cytomegalovirus infection;influenza a;human papillomavirus infection;human t-cell leukemia virus 1 infection;kaposi sarcoma-associated herpesvirus infection;herpes simplex virus 1 infection;epstein-barr virus infection;human immunodeficiency virus 1 infection;pathways in cancer;viral carcinogenesis;proteoglycans in cancer;micrornas in cancer;colorectal cancer;renal cell carcinoma;pancreatic cancer;endometrial cancer;glioma;prostate cancer;melanoma;chronic myeloid leukemia;acute myeloid leukemia;small cell lung cancer;non-small cell lung cancer;breast cancer;hepatocellular carcinoma;gastric cancer;central carbon metabolism in cancer;choline metabolism in cancer;pd-l1 expression and pd-1 checkpoint pathway in cancer;fluid shear stress and atherosclerosis"
pi 103 hydrochloride,PIK3CB,97,hsa00562;hsa01100;hsa01521;hsa01522;hsa01524;hsa04012;hsa04014;hsa04015;hsa04024;hsa04062;hsa04066;hsa04068;hsa04070;hsa04071;hsa04072;hsa04140;hsa04150;hsa04151;hsa04152;hsa04210;hsa04211;hsa04213;hsa04218;hsa04360;hsa04370;hsa04380;hsa04510;hsa04550;hsa04611;hsa04620;hsa04625;hsa04630;hsa04650;hsa04660;hsa04662;hsa04664;hsa04666;hsa04668;hsa04670;hsa04722;hsa04725;hsa04750;hsa04810;hsa04910;hsa04914;hsa04915;hsa04917;hsa04919;hsa04923;hsa04926;hsa04929;hsa04930;hsa04931;hsa04932;hsa04933;hsa04935;hsa04960;hsa04973;hsa05017;hsa05100;hsa05131;hsa05135;hsa05142;hsa05146;hsa05160;hsa05161;hsa05162;hsa05163;hsa05164;hsa05165;hsa05166;hsa05167;hsa05168;hsa05169;hsa05170;hsa05200;hsa05203;hsa05205;hsa05206;hsa05210;hsa05211;hsa05212;hsa05213;hsa05214;hsa05215;hsa05218;hsa05220;hsa05221;hsa05222;hsa05223;hsa05224;hsa05225;hsa05226;hsa05230;hsa05231;hsa05235;hsa05418,"inositol phosphate metabolism;metabolic pathways;egfr tyrosine kinase inhibitor resistance;endocrine resistance;platinum drug resistance;erbb signaling pathway;ras signaling pathway;rap1 signaling pathway;camp signaling pathway;chemokine signaling pathway;hif-1 signaling pathway;foxo signaling pathway;phosphatidylinositol signaling system;sphingolipid signaling pathway;phospholipase d signaling pathway;autophagy - animal;mtor signaling pathway;pi3k-akt signaling pathway;ampk signaling pathway;apoptosis;longevity regulating pathway;longevity regulating pathway - multiple species;cellular senescence;axon guidance;vegf signaling pathway;osteoclast differentiation;focal adhesion;signaling pathways regulating pluripotency of stem cells;platelet activation;toll-like receptor signaling pathway;c-type lectin receptor signaling pathway;jak-stat signaling pathway;natural killer cell mediated cytotoxicity;t cell receptor signaling pathway;b cell receptor signaling pathway;fc epsilon ri signaling pathway;fc gamma r-mediated phagocytosis;tnf signaling pathway;leukocyte transendothelial migration;neurotrophin signaling pathway;cholinergic synapse;inflammatory mediator regulation of trp channels;regulation of actin cytoskeleton;insulin signaling pathway;progesterone-mediated oocyte maturation;estrogen signaling pathway;prolactin signaling pathway;thyroid hormone signaling pathway;regulation of lipolysis in adipocytes;relaxin signaling pathway;gnrh secretion;type ii diabetes mellitus;insulin resistance;non-alcoholic fatty liver disease ;age-rage signaling pathway in diabetic complications;growth hormone synthesis, secretion and action;aldosterone-regulated sodium reabsorption;carbohydrate digestion and absorption;spinocerebellar ataxia;bacterial invasion of epithelial cells;shigellosis;yersinia infection;chagas disease ;amoebiasis;hepatitis c;hepatitis b;measles;human cytomegalovirus infection;influenza a;human papillomavirus infection;human t-cell leukemia virus 1 infection;kaposi sarcoma-associated herpesvirus infection;herpes simplex virus 1 infection;epstein-barr virus infection;human immunodeficiency virus 1 infection;pathways in cancer;viral carcinogenesis;proteoglycans in cancer;micrornas in cancer;colorectal cancer;renal cell carcinoma;pancreatic cancer;endometrial cancer;glioma;prostate cancer;melanoma;chronic myeloid leukemia;acute myeloid leukemia;small cell lung cancer;non-small cell lung cancer;breast cancer;hepatocellular carcinoma;gastric cancer;central carbon metabolism in cancer;choline metabolism in cancer;pd-l1 expression and pd-1 checkpoint pathway in cancer;fluid shear stress and atherosclerosis"
pi 103 hydrochloride,PIK3CD,97,hsa00562;hsa01100;hsa01521;hsa01522;hsa01524;hsa04012;hsa04014;hsa04015;hsa04024;hsa04062;hsa04066;hsa04068;hsa04070;hsa04071;hsa04072;hsa04140;hsa04150;hsa04151;hsa04152;hsa04210;hsa04211;hsa04213;hsa04218;hsa04360;hsa04370;hsa04380;hsa04510;hsa04550;hsa04611;hsa04620;hsa04625;hsa04630;hsa04650;hsa04660;hsa04662;hsa04664;hsa04666;hsa04668;hsa04670;hsa04722;hsa04725;hsa04750;hsa04810;hsa04910;hsa04914;hsa04915;hsa04917;hsa04919;hsa04923;hsa04926;hsa04929;hsa04930;hsa04931;hsa04932;hsa04933;hsa04935;hsa04960;hsa04973;hsa05017;hsa05100;hsa05131;hsa05135;hsa05142;hsa05146;hsa05160;hsa05161;hsa05162;hsa05163;hsa05164;hsa05165;hsa05166;hsa05167;hsa05168;hsa05169;hsa05170;hsa05200;hsa05203;hsa05205;hsa05206;hsa05210;hsa05211;hsa05212;hsa05213;hsa05214;hsa05215;hsa05218;hsa05220;hsa05221;hsa05222;hsa05223;hsa05224;hsa05225;hsa05226;hsa05230;hsa05231;hsa05235;hsa05418,"inositol phosphate metabolism;metabolic pathways;egfr tyrosine kinase inhibitor resistance;endocrine resistance;platinum drug resistance;erbb signaling pathway;ras signaling pathway;rap1 signaling pathway;camp signaling pathway;chemokine signaling pathway;hif-1 signaling pathway;foxo signaling pathway;phosphatidylinositol signaling system;sphingolipid signaling pathway;phospholipase d signaling pathway;autophagy - animal;mtor signaling pathway;pi3k-akt signaling pathway;ampk signaling pathway;apoptosis;longevity regulating pathway;longevity regulating pathway - multiple species;cellular senescence;axon guidance;vegf signaling pathway;osteoclast differentiation;focal adhesion;signaling pathways regulating pluripotency of stem cells;platelet activation;toll-like receptor signaling pathway;c-type lectin receptor signaling pathway;jak-stat signaling pathway;natural killer cell mediated cytotoxicity;t cell receptor signaling pathway;b cell receptor signaling pathway;fc epsilon ri signaling pathway;fc gamma r-mediated phagocytosis;tnf signaling pathway;leukocyte transendothelial migration;neurotrophin signaling pathway;cholinergic synapse;inflammatory mediator regulation of trp channels;regulation of actin cytoskeleton;insulin signaling pathway;progesterone-mediated oocyte maturation;estrogen signaling pathway;prolactin signaling pathway;thyroid hormone signaling pathway;regulation of lipolysis in adipocytes;relaxin signaling pathway;gnrh secretion;type ii diabetes mellitus;insulin resistance;non-alcoholic fatty liver disease ;age-rage signaling pathway in diabetic complications;growth hormone synthesis, secretion and action;aldosterone-regulated sodium reabsorption;carbohydrate digestion and absorption;spinocerebellar ataxia;bacterial invasion of epithelial cells;shigellosis;yersinia infection;chagas disease ;amoebiasis;hepatitis c;hepatitis b;measles;human cytomegalovirus infection;influenza a;human papillomavirus infection;human t-cell leukemia virus 1 infection;kaposi sarcoma-associated herpesvirus infection;herpes simplex virus 1 infection;epstein-barr virus infection;human immunodeficiency virus 1 infection;pathways in cancer;viral carcinogenesis;proteoglycans in cancer;micrornas in cancer;colorectal cancer;renal cell carcinoma;pancreatic cancer;endometrial cancer;glioma;prostate cancer;melanoma;chronic myeloid leukemia;acute myeloid leukemia;small cell lung cancer;non-small cell lung cancer;breast cancer;hepatocellular carcinoma;gastric cancer;central carbon metabolism in cancer;choline metabolism in cancer;pd-l1 expression and pd-1 checkpoint pathway in cancer;fluid shear stress and atherosclerosis"
pi 103 hydrochloride,PIK3CG,13,hsa00562;hsa01100;hsa04022;hsa04062;hsa04072;hsa04151;hsa04261;hsa04371;hsa04611;hsa04725;hsa04921;hsa05145;hsa05167,inositol phosphate metabolism;metabolic pathways;cgmp-pkg signaling pathway;chemokine signaling pathway;phospholipase d signaling pathway;pi3k-akt signaling pathway;adrenergic signaling in cardiomyocytes;apelin signaling pathway;platelet activation;cholinergic synapse;oxytocin signaling pathway;toxoplasmosis;kaposi sarcoma-associated herpesvirus infection
pi 103 hydrochloride,PRKDC,2,hsa03450;hsa04110,non-homologous end-joining;cell cycle
hexachlorophene,SDHD,9,hsa00020;hsa00190;hsa01100;hsa01200;hsa04714;hsa04932;hsa05010;hsa05012;hsa05016,citrate cycle ;oxidative phosphorylation;metabolic pathways;carbon metabolism;thermogenesis;non-alcoholic fatty liver disease ;alzheimer disease;parkinson disease;huntington disease
hexachlorophene,GLUD1,8,hsa00220;hsa00250;hsa00471;hsa00910;hsa01100;hsa01200;hsa04217;hsa04964,"arginine biosynthesis;alanine, aspartate and glutamate metabolism;d-glutamine and d-glutamate metabolism;nitrogen metabolism;metabolic pathways;carbon metabolism;necroptosis;proximal tubule bicarbonate reclamation"
hexachlorophene,ESR1,8,hsa01522;hsa04915;hsa04917;hsa04919;hsa04961;hsa05200;hsa05205;hsa05224,endocrine resistance;estrogen signaling pathway;prolactin signaling pathway;thyroid hormone signaling pathway;endocrine and other factor-regulated calcium reabsorption;pathways in cancer;proteoglycans in cancer;breast cancer
ofloxacin,TOP2A,1,hsa01524,platinum drug resistance
leflunomide,DHODH,2,hsa00240;hsa01100,pyrimidine metabolism;metabolic pathways
